"a","b","ind_a","ind_b","stim_a","stim_b","same_label","r"
"GSM5695328_204281260061_R05C01","GSM5695387_204273120073_R01C01","NA_2","NA_17","U","S",FALSE,0.0793456531354103
"GSM5695328_204281260061_R05C01","GSM5695388_204281260063_R05C01","NA_2","NA_17","U","U",FALSE,0.0725312188742799
"GSM5695328_204281260061_R05C01","GSM5695389_204088100082_R06C01","NA_2","SFA_13","U","S",FALSE,0.195939570966299
"GSM5695328_204281260061_R05C01","GSM5695390_204273120066_R01C01","NA_2","SFA_13","U","U",FALSE,0.214411736243661
"GSM5695328_204281260061_R05C01","GSM5695391_204281260043_R02C01","NA_2","MFA_15","U","S",FALSE,0.147807859429494
"GSM5695328_204281260061_R05C01","GSM5695392_204273120073_R06C01","NA_2","MFA_15","U","U",FALSE,0.134947640084733
"GSM5695329_204088100082_R02C01","GSM5695330_204281260061_R04C01","MFA_6","MFA_6","S","U",TRUE,0.991673496469413
"GSM5695329_204088100082_R02C01","GSM5695331_204281260060_R06C01","MFA_6","MFA_7","S","S",FALSE,0.0148861336744911
"GSM5695329_204088100082_R02C01","GSM5695332_204273120066_R08C01","MFA_6","MFA_7","S","U",FALSE,0.0163037826321276
"GSM5695329_204088100082_R02C01","GSM5695333_204088100053_R02C01","MFA_6","NA_3","S","S",FALSE,-0.00298395664043129
"GSM5695329_204088100082_R02C01","GSM5695334_204281260063_R08C01","MFA_6","NA_3","S","U",FALSE,-0.00363932530504872
"GSM5695329_204088100082_R02C01","GSM5695335_204088100053_R05C01","MFA_6","NA_4","S","S",FALSE,0.193347278784404
"GSM5695329_204088100082_R02C01","GSM5695336_204273120005_R07C01","MFA_6","NA_4","S","U",FALSE,0.188931026796296
"GSM5695329_204088100082_R02C01","GSM5695337_204088100082_R04C01","MFA_6","NA_5","S","S",FALSE,0.216471842883444
"GSM5695329_204088100082_R02C01","GSM5695338_204088100071_R01C01","MFA_6","NA_5","S","U",FALSE,0.2239014763912
"GSM5695329_204088100082_R02C01","GSM5695339_204281260043_R04C01","MFA_6","MFA_8","S","S",FALSE,0.062552982248523
"GSM5695329_204088100082_R02C01","GSM5695340_204273120074_R05C01","MFA_6","MFA_8","S","U",FALSE,0.0711516647823569
"GSM5695329_204088100082_R02C01","GSM5695341_204281260060_R05C01","MFA_6","NA_6","S","S",FALSE,0.248459445606949
"GSM5695329_204088100082_R02C01","GSM5695342_204281260063_R02C01","MFA_6","SFA_5","S","S",FALSE,0.0323744606809165
"GSM5695329_204088100082_R02C01","GSM5695343_204273120068_R04C01","MFA_6","SFA_1","S","U",FALSE,0.0291663838237724
"GSM5695329_204088100082_R02C01","GSM5695344_204088100053_R01C01","MFA_6","MFA_9","S","S",FALSE,0.246215138464707
"GSM5695329_204088100082_R02C01","GSM5695345_204088100053_R03C01","MFA_6","MFA_9","S","U",FALSE,0.223056131459061
"GSM5695329_204088100082_R02C01","GSM5695346_204273120074_R07C01","MFA_6","MFA_10","S","S",FALSE,0.0298799141141068
"GSM5695329_204088100082_R02C01","GSM5695347_204281260061_R08C01","MFA_6","MFA_10","S","U",FALSE,0.0383574480637758
"GSM5695329_204088100082_R02C01","GSM5695348_204281260061_R02C01","MFA_6","NA_7","S","S",FALSE,-0.0614219689664755
"GSM5695329_204088100082_R02C01","GSM5695349_204281260060_R04C01","MFA_6","NA_7","S","U",FALSE,-0.0673453146783297
"GSM5695329_204088100082_R02C01","GSM5695350_204088100071_R02C01","MFA_6","NA_8","S","S",FALSE,0.213724725584766
"GSM5695329_204088100082_R02C01","GSM5695351_204273120074_R03C01","MFA_6","NA_8","S","U",FALSE,0.153051644505497
"GSM5695329_204088100082_R02C01","GSM5695352_204088100053_R07C01","MFA_6","MFA_11","S","S",FALSE,-0.151421740837607
"GSM5695329_204088100082_R02C01","GSM5695353_204273120074_R02C01","MFA_6","MFA_11","S","U",FALSE,-0.157157587153572
"GSM5695329_204088100082_R02C01","GSM5695354_204273120066_R03C01","MFA_6","SFA_6","S","S",FALSE,-0.114357658054379
"GSM5695329_204088100082_R02C01","GSM5695355_204273120068_R06C01","MFA_6","SFA_6","S","U",FALSE,-0.114872094907364
"GSM5695329_204088100082_R02C01","GSM5695356_204273120068_R05C01","MFA_6","NA_9","S","S",FALSE,-0.000540504498934893
"GSM5695329_204088100082_R02C01","GSM5695357_204273120066_R06C01","MFA_6","NA_9","S","U",FALSE,0.0143036280706169
"GSM5695329_204088100082_R02C01","GSM5695358_204273120005_R05C01","MFA_6","MFA_12","S","S",FALSE,0.18968067285773
"GSM5695329_204088100082_R02C01","GSM5695359_204273120074_R01C01","MFA_6","MFA_12","S","U",FALSE,0.211852919112702
"GSM5695329_204088100082_R02C01","GSM5695360_204273120005_R06C01","MFA_6","SFA_7","S","U",FALSE,0.193637498551732
"GSM5695329_204088100082_R02C01","GSM5695361_204281260043_R01C01","MFA_6","SFA_8","S","S",FALSE,-0.0326667973222314
"GSM5695329_204088100082_R02C01","GSM5695362_204088100071_R08C01","MFA_6","SFA_8","S","U",FALSE,-0.0496704819823385
"GSM5695329_204088100082_R02C01","GSM5695363_204281260060_R03C01","MFA_6","NA_10","S","S",FALSE,0.141174253964359
"GSM5695329_204088100082_R02C01","GSM5695364_204281260043_R08C01","MFA_6","NA_10","S","U",FALSE,0.147409324407155
"GSM5695329_204088100082_R02C01","GSM5695365_204088100053_R04C01","MFA_6","NA_11","S","S",FALSE,-0.0186691963416437
"GSM5695329_204088100082_R02C01","GSM5695366_204088100071_R06C01","MFA_6","NA_11","S","U",FALSE,-0.0218178701529764
"GSM5695329_204088100082_R02C01","GSM5695367_204281260061_R06C01","MFA_6","SFA_9","S","S",FALSE,0.340498352564359
"GSM5695329_204088100082_R02C01","GSM5695368_204281260043_R05C01","MFA_6","SFA_9","S","U",FALSE,0.329297947790732
"GSM5695329_204088100082_R02C01","GSM5695369_204273120066_R07C01","MFA_6","SFA_10","S","S",FALSE,-0.03467075403521
"GSM5695329_204088100082_R02C01","GSM5695370_204281260063_R07C01","MFA_6","NA_12","S","S",FALSE,0.0259318184162286
"GSM5695329_204088100082_R02C01","GSM5695371_204281260061_R03C01","MFA_6","NA_13","S","S",FALSE,0.200595133842456
"GSM5695329_204088100082_R02C01","GSM5695372_204273120073_R05C01","MFA_6","NA_13","S","U",FALSE,0.190869579377208
"GSM5695329_204088100082_R02C01","GSM5695373_204281260043_R07C01","MFA_6","SFA_11","S","S",FALSE,0.231393265576197
"GSM5695329_204088100082_R02C01","GSM5695374_204281260043_R03C01","MFA_6","SFA_11","S","U",FALSE,0.193551772995075
"GSM5695329_204088100082_R02C01","GSM5695375_204088100071_R05C01","MFA_6","NA_14","S","S",FALSE,0.0778259522346071
"GSM5695329_204088100082_R02C01","GSM5695376_204281260063_R03C01","MFA_6","NA_14","S","U",FALSE,0.078823457167544
"GSM5695329_204088100082_R02C01","GSM5695377_204273120073_R03C01","MFA_6","NA_15","S","S",FALSE,0.0067854426566441
"GSM5695329_204088100082_R02C01","GSM5695378_204273120068_R01C01","MFA_6","NA_15","S","U",FALSE,0.01036997231377
"GSM5695329_204088100082_R02C01","GSM5695379_204088100071_R07C01","MFA_6","MFA_13","S","S",FALSE,0.131425928957115
"GSM5695329_204088100082_R02C01","GSM5695380_204273120068_R03C01","MFA_6","MFA_13","S","U",FALSE,0.125572146957586
"GSM5695329_204088100082_R02C01","GSM5695381_204273120066_R05C01","MFA_6","NA_16","S","S",FALSE,0.000170710794714569
"GSM5695329_204088100082_R02C01","GSM5695382_204088100082_R03C01","MFA_6","NA_16","S","U",FALSE,0.00989921109764079
"GSM5695329_204088100082_R02C01","GSM5695383_204281260043_R06C01","MFA_6","MFA_14","S","S",FALSE,0.123446107896766
"GSM5695329_204088100082_R02C01","GSM5695384_204281260063_R06C01","MFA_6","MFA_14","S","U",FALSE,0.116895164471372
"GSM5695329_204088100082_R02C01","GSM5695385_204281260063_R04C01","MFA_6","SFA_12","S","S",FALSE,-0.0267537361385956
"GSM5695329_204088100082_R02C01","GSM5695386_204273120074_R04C01","MFA_6","SFA_12","S","U",FALSE,-0.0342784649988046
"GSM5695329_204088100082_R02C01","GSM5695387_204273120073_R01C01","MFA_6","NA_17","S","S",FALSE,0.116892900112359
"GSM5695329_204088100082_R02C01","GSM5695388_204281260063_R05C01","MFA_6","NA_17","S","U",FALSE,0.136052050146045
"GSM5695329_204088100082_R02C01","GSM5695389_204088100082_R06C01","MFA_6","SFA_13","S","S",FALSE,-0.0622697976754743
"GSM5695329_204088100082_R02C01","GSM5695390_204273120066_R01C01","MFA_6","SFA_13","S","U",FALSE,-0.0580784728703011
"GSM5695329_204088100082_R02C01","GSM5695391_204281260043_R02C01","MFA_6","MFA_15","S","S",FALSE,0.222655419140977
"GSM5695329_204088100082_R02C01","GSM5695392_204273120073_R06C01","MFA_6","MFA_15","S","U",FALSE,0.213411564144668
"GSM5695330_204281260061_R04C01","GSM5695331_204281260060_R06C01","MFA_6","MFA_7","U","S",FALSE,0.0146911984726832
"GSM5695330_204281260061_R04C01","GSM5695332_204273120066_R08C01","MFA_6","MFA_7","U","U",FALSE,0.0179712839827398
"GSM5695330_204281260061_R04C01","GSM5695333_204088100053_R02C01","MFA_6","NA_3","U","S",FALSE,-0.00620853734017529
"GSM5695330_204281260061_R04C01","GSM5695334_204281260063_R08C01","MFA_6","NA_3","U","U",FALSE,-0.00952089692667841
"GSM5695330_204281260061_R04C01","GSM5695335_204088100053_R05C01","MFA_6","NA_4","U","S",FALSE,0.182491095001507
"GSM5695330_204281260061_R04C01","GSM5695336_204273120005_R07C01","MFA_6","NA_4","U","U",FALSE,0.17653907437327
"GSM5695330_204281260061_R04C01","GSM5695337_204088100082_R04C01","MFA_6","NA_5","U","S",FALSE,0.222187451030825
"GSM5695330_204281260061_R04C01","GSM5695338_204088100071_R01C01","MFA_6","NA_5","U","U",FALSE,0.225318664210519
"GSM5695330_204281260061_R04C01","GSM5695339_204281260043_R04C01","MFA_6","MFA_8","U","S",FALSE,0.0918253068480368
"GSM5695330_204281260061_R04C01","GSM5695340_204273120074_R05C01","MFA_6","MFA_8","U","U",FALSE,0.101836874544157
"GSM5695330_204281260061_R04C01","GSM5695341_204281260060_R05C01","MFA_6","NA_6","U","S",FALSE,0.258768733227754
"GSM5695330_204281260061_R04C01","GSM5695342_204281260063_R02C01","MFA_6","SFA_5","U","S",FALSE,0.0532853783993086
"GSM5695330_204281260061_R04C01","GSM5695343_204273120068_R04C01","MFA_6","SFA_1","U","U",FALSE,0.0514671292101745
"GSM5695330_204281260061_R04C01","GSM5695344_204088100053_R01C01","MFA_6","MFA_9","U","S",FALSE,0.247004868907328
"GSM5695330_204281260061_R04C01","GSM5695345_204088100053_R03C01","MFA_6","MFA_9","U","U",FALSE,0.224221453496725
"GSM5695330_204281260061_R04C01","GSM5695346_204273120074_R07C01","MFA_6","MFA_10","U","S",FALSE,0.0286114048251862
"GSM5695330_204281260061_R04C01","GSM5695347_204281260061_R08C01","MFA_6","MFA_10","U","U",FALSE,0.0367440481156477
"GSM5695330_204281260061_R04C01","GSM5695348_204281260061_R02C01","MFA_6","NA_7","U","S",FALSE,-0.0521478623823452
"GSM5695330_204281260061_R04C01","GSM5695349_204281260060_R04C01","MFA_6","NA_7","U","U",FALSE,-0.0582133153265383
"GSM5695330_204281260061_R04C01","GSM5695350_204088100071_R02C01","MFA_6","NA_8","U","S",FALSE,0.209266894884375
"GSM5695330_204281260061_R04C01","GSM5695351_204273120074_R03C01","MFA_6","NA_8","U","U",FALSE,0.148309125822404
"GSM5695330_204281260061_R04C01","GSM5695352_204088100053_R07C01","MFA_6","MFA_11","U","S",FALSE,-0.132144650522884
"GSM5695330_204281260061_R04C01","GSM5695353_204273120074_R02C01","MFA_6","MFA_11","U","U",FALSE,-0.136930846381626
"GSM5695330_204281260061_R04C01","GSM5695354_204273120066_R03C01","MFA_6","SFA_6","U","S",FALSE,-0.104525511830728
"GSM5695330_204281260061_R04C01","GSM5695355_204273120068_R06C01","MFA_6","SFA_6","U","U",FALSE,-0.1042479728731
"GSM5695330_204281260061_R04C01","GSM5695356_204273120068_R05C01","MFA_6","NA_9","U","S",FALSE,-0.0164584054422583
"GSM5695330_204281260061_R04C01","GSM5695357_204273120066_R06C01","MFA_6","NA_9","U","U",FALSE,-0.00312491137764186
"GSM5695330_204281260061_R04C01","GSM5695358_204273120005_R05C01","MFA_6","MFA_12","U","S",FALSE,0.191006301485065
"GSM5695330_204281260061_R04C01","GSM5695359_204273120074_R01C01","MFA_6","MFA_12","U","U",FALSE,0.212810676044323
"GSM5695330_204281260061_R04C01","GSM5695360_204273120005_R06C01","MFA_6","SFA_7","U","U",FALSE,0.18516265967256
"GSM5695330_204281260061_R04C01","GSM5695361_204281260043_R01C01","MFA_6","SFA_8","U","S",FALSE,-0.0216506026125375
"GSM5695330_204281260061_R04C01","GSM5695362_204088100071_R08C01","MFA_6","SFA_8","U","U",FALSE,-0.0408452743502025
"GSM5695330_204281260061_R04C01","GSM5695363_204281260060_R03C01","MFA_6","NA_10","U","S",FALSE,0.136294858043087
"GSM5695330_204281260061_R04C01","GSM5695364_204281260043_R08C01","MFA_6","NA_10","U","U",FALSE,0.145398737679029
"GSM5695330_204281260061_R04C01","GSM5695365_204088100053_R04C01","MFA_6","NA_11","U","S",FALSE,0.00687569856133614
"GSM5695330_204281260061_R04C01","GSM5695366_204088100071_R06C01","MFA_6","NA_11","U","U",FALSE,0.00530991300061518
"GSM5695330_204281260061_R04C01","GSM5695367_204281260061_R06C01","MFA_6","SFA_9","U","S",FALSE,0.361063538555071
"GSM5695330_204281260061_R04C01","GSM5695368_204281260043_R05C01","MFA_6","SFA_9","U","U",FALSE,0.350986107531776
"GSM5695330_204281260061_R04C01","GSM5695369_204273120066_R07C01","MFA_6","SFA_10","U","S",FALSE,-0.0299477892616125
"GSM5695330_204281260061_R04C01","GSM5695370_204281260063_R07C01","MFA_6","NA_12","U","S",FALSE,0.0425837621978981
"GSM5695330_204281260061_R04C01","GSM5695371_204281260061_R03C01","MFA_6","NA_13","U","S",FALSE,0.253430343602544
"GSM5695330_204281260061_R04C01","GSM5695372_204273120073_R05C01","MFA_6","NA_13","U","U",FALSE,0.243378678774992
"GSM5695330_204281260061_R04C01","GSM5695373_204281260043_R07C01","MFA_6","SFA_11","U","S",FALSE,0.22344812682156
"GSM5695330_204281260061_R04C01","GSM5695374_204281260043_R03C01","MFA_6","SFA_11","U","U",FALSE,0.183783944368755
"GSM5695330_204281260061_R04C01","GSM5695375_204088100071_R05C01","MFA_6","NA_14","U","S",FALSE,0.0714975825890474
"GSM5695330_204281260061_R04C01","GSM5695376_204281260063_R03C01","MFA_6","NA_14","U","U",FALSE,0.0672568526399694
"GSM5695330_204281260061_R04C01","GSM5695377_204273120073_R03C01","MFA_6","NA_15","U","S",FALSE,0.0136851943296874
"GSM5695330_204281260061_R04C01","GSM5695378_204273120068_R01C01","MFA_6","NA_15","U","U",FALSE,0.0185319054762317
"GSM5695330_204281260061_R04C01","GSM5695379_204088100071_R07C01","MFA_6","MFA_13","U","S",FALSE,0.135413945649398
"GSM5695330_204281260061_R04C01","GSM5695380_204273120068_R03C01","MFA_6","MFA_13","U","U",FALSE,0.127972836656859
"GSM5695330_204281260061_R04C01","GSM5695381_204273120066_R05C01","MFA_6","NA_16","U","S",FALSE,0.0235324734332316
"GSM5695330_204281260061_R04C01","GSM5695382_204088100082_R03C01","MFA_6","NA_16","U","U",FALSE,0.0340619846021739
"GSM5695330_204281260061_R04C01","GSM5695383_204281260043_R06C01","MFA_6","MFA_14","U","S",FALSE,0.133585367354489
"GSM5695330_204281260061_R04C01","GSM5695384_204281260063_R06C01","MFA_6","MFA_14","U","U",FALSE,0.131699965411642
"GSM5695330_204281260061_R04C01","GSM5695385_204281260063_R04C01","MFA_6","SFA_12","U","S",FALSE,-0.0226724584201038
"GSM5695330_204281260061_R04C01","GSM5695386_204273120074_R04C01","MFA_6","SFA_12","U","U",FALSE,-0.0305089927000191
"GSM5695330_204281260061_R04C01","GSM5695387_204273120073_R01C01","MFA_6","NA_17","U","S",FALSE,0.132812967141522
"GSM5695330_204281260061_R04C01","GSM5695388_204281260063_R05C01","MFA_6","NA_17","U","U",FALSE,0.15454981476384
"GSM5695330_204281260061_R04C01","GSM5695389_204088100082_R06C01","MFA_6","SFA_13","U","S",FALSE,-0.0528409183534547
"GSM5695330_204281260061_R04C01","GSM5695390_204273120066_R01C01","MFA_6","SFA_13","U","U",FALSE,-0.0498941810706682
"GSM5695330_204281260061_R04C01","GSM5695391_204281260043_R02C01","MFA_6","MFA_15","U","S",FALSE,0.222947960923061
"GSM5695330_204281260061_R04C01","GSM5695392_204273120073_R06C01","MFA_6","MFA_15","U","U",FALSE,0.211604586908575
"GSM5695331_204281260060_R06C01","GSM5695332_204273120066_R08C01","MFA_7","MFA_7","S","U",TRUE,0.993671731652265
"GSM5695331_204281260060_R06C01","GSM5695333_204088100053_R02C01","MFA_7","NA_3","S","S",FALSE,-0.104083290104026
"GSM5695331_204281260060_R06C01","GSM5695334_204281260063_R08C01","MFA_7","NA_3","S","U",FALSE,-0.106275017614329
"GSM5695331_204281260060_R06C01","GSM5695335_204088100053_R05C01","MFA_7","NA_4","S","S",FALSE,-0.117929895489309
"GSM5695331_204281260060_R06C01","GSM5695336_204273120005_R07C01","MFA_7","NA_4","S","U",FALSE,-0.118304904504094
"GSM5695331_204281260060_R06C01","GSM5695337_204088100082_R04C01","MFA_7","NA_5","S","S",FALSE,0.00913705719997968
"GSM5695331_204281260060_R06C01","GSM5695338_204088100071_R01C01","MFA_7","NA_5","S","U",FALSE,0.0165507913303318
"GSM5695331_204281260060_R06C01","GSM5695339_204281260043_R04C01","MFA_7","MFA_8","S","S",FALSE,-0.002878931029249
"GSM5695331_204281260060_R06C01","GSM5695340_204273120074_R05C01","MFA_7","MFA_8","S","U",FALSE,0.0116932777091489
"GSM5695331_204281260060_R06C01","GSM5695341_204281260060_R05C01","MFA_7","NA_6","S","S",FALSE,0.0384898857188796
"GSM5695331_204281260060_R06C01","GSM5695342_204281260063_R02C01","MFA_7","SFA_5","S","S",FALSE,0.204936581026539
"GSM5695331_204281260060_R06C01","GSM5695343_204273120068_R04C01","MFA_7","SFA_1","S","U",FALSE,0.208405879379678
"GSM5695331_204281260060_R06C01","GSM5695344_204088100053_R01C01","MFA_7","MFA_9","S","S",FALSE,0.170046262106882
"GSM5695331_204281260060_R06C01","GSM5695345_204088100053_R03C01","MFA_7","MFA_9","S","U",FALSE,0.176903222882035
"GSM5695331_204281260060_R06C01","GSM5695346_204273120074_R07C01","MFA_7","MFA_10","S","S",FALSE,0.28045322416543
"GSM5695331_204281260060_R06C01","GSM5695347_204281260061_R08C01","MFA_7","MFA_10","S","U",FALSE,0.256406841858139
"GSM5695331_204281260060_R06C01","GSM5695348_204281260061_R02C01","MFA_7","NA_7","S","S",FALSE,-0.0147417273371837
"GSM5695331_204281260060_R06C01","GSM5695349_204281260060_R04C01","MFA_7","NA_7","S","U",FALSE,0.0121734126467092
"GSM5695331_204281260060_R06C01","GSM5695350_204088100071_R02C01","MFA_7","NA_8","S","S",FALSE,0.205256484281525
"GSM5695331_204281260060_R06C01","GSM5695351_204273120074_R03C01","MFA_7","NA_8","S","U",FALSE,0.15835982710949
"GSM5695331_204281260060_R06C01","GSM5695352_204088100053_R07C01","MFA_7","MFA_11","S","S",FALSE,0.0691408785006261
"GSM5695331_204281260060_R06C01","GSM5695353_204273120074_R02C01","MFA_7","MFA_11","S","U",FALSE,0.070822725322242
"GSM5695331_204281260060_R06C01","GSM5695354_204273120066_R03C01","MFA_7","SFA_6","S","S",FALSE,0.203076009723353
"GSM5695331_204281260060_R06C01","GSM5695355_204273120068_R06C01","MFA_7","SFA_6","S","U",FALSE,0.2243251296655
"GSM5695331_204281260060_R06C01","GSM5695356_204273120068_R05C01","MFA_7","NA_9","S","S",FALSE,0.251141635910381
"GSM5695331_204281260060_R06C01","GSM5695357_204273120066_R06C01","MFA_7","NA_9","S","U",FALSE,0.234267788563487
"GSM5695331_204281260060_R06C01","GSM5695358_204273120005_R05C01","MFA_7","MFA_12","S","S",FALSE,0.174579801312017
"GSM5695331_204281260060_R06C01","GSM5695359_204273120074_R01C01","MFA_7","MFA_12","S","U",FALSE,0.17650192895571
"GSM5695331_204281260060_R06C01","GSM5695360_204273120005_R06C01","MFA_7","SFA_7","S","U",FALSE,0.116438786978547
"GSM5695331_204281260060_R06C01","GSM5695361_204281260043_R01C01","MFA_7","SFA_8","S","S",FALSE,0.165713877094608
"GSM5695331_204281260060_R06C01","GSM5695362_204088100071_R08C01","MFA_7","SFA_8","S","U",FALSE,0.174637701882386
"GSM5695331_204281260060_R06C01","GSM5695363_204281260060_R03C01","MFA_7","NA_10","S","S",FALSE,0.149278583130366
"GSM5695331_204281260060_R06C01","GSM5695364_204281260043_R08C01","MFA_7","NA_10","S","U",FALSE,0.176588460563012
"GSM5695331_204281260060_R06C01","GSM5695365_204088100053_R04C01","MFA_7","NA_11","S","S",FALSE,0.162930065905782
"GSM5695331_204281260060_R06C01","GSM5695366_204088100071_R06C01","MFA_7","NA_11","S","U",FALSE,0.168325735627342
"GSM5695331_204281260060_R06C01","GSM5695367_204281260061_R06C01","MFA_7","SFA_9","S","S",FALSE,0.0631619736899557
"GSM5695331_204281260060_R06C01","GSM5695368_204281260043_R05C01","MFA_7","SFA_9","S","U",FALSE,0.0675764994738679
"GSM5695331_204281260060_R06C01","GSM5695369_204273120066_R07C01","MFA_7","SFA_10","S","S",FALSE,0.226804574553589
"GSM5695331_204281260060_R06C01","GSM5695370_204281260063_R07C01","MFA_7","NA_12","S","S",FALSE,0.131888052334781
"GSM5695331_204281260060_R06C01","GSM5695371_204281260061_R03C01","MFA_7","NA_13","S","S",FALSE,0.0932443410730851
"GSM5695331_204281260060_R06C01","GSM5695372_204273120073_R05C01","MFA_7","NA_13","S","U",FALSE,0.0676041018893777
"GSM5695331_204281260060_R06C01","GSM5695373_204281260043_R07C01","MFA_7","SFA_11","S","S",FALSE,0.155915968251631
"GSM5695331_204281260060_R06C01","GSM5695374_204281260043_R03C01","MFA_7","SFA_11","S","U",FALSE,0.142996914022256
"GSM5695331_204281260060_R06C01","GSM5695375_204088100071_R05C01","MFA_7","NA_14","S","S",FALSE,-0.0325052722227298
"GSM5695331_204281260060_R06C01","GSM5695376_204281260063_R03C01","MFA_7","NA_14","S","U",FALSE,-0.064517726153544
"GSM5695331_204281260060_R06C01","GSM5695377_204273120073_R03C01","MFA_7","NA_15","S","S",FALSE,0.0922094501657334
"GSM5695331_204281260060_R06C01","GSM5695378_204273120068_R01C01","MFA_7","NA_15","S","U",FALSE,0.0893491978671744
"GSM5695331_204281260060_R06C01","GSM5695379_204088100071_R07C01","MFA_7","MFA_13","S","S",FALSE,0.237218388780266
"GSM5695331_204281260060_R06C01","GSM5695380_204273120068_R03C01","MFA_7","MFA_13","S","U",FALSE,0.229552064285479
"GSM5695331_204281260060_R06C01","GSM5695381_204273120066_R05C01","MFA_7","NA_16","S","S",FALSE,0.0806788429115818
"GSM5695331_204281260060_R06C01","GSM5695382_204088100082_R03C01","MFA_7","NA_16","S","U",FALSE,0.0939603939090734
"GSM5695331_204281260060_R06C01","GSM5695383_204281260043_R06C01","MFA_7","MFA_14","S","S",FALSE,0.191008871226345
"GSM5695331_204281260060_R06C01","GSM5695384_204281260063_R06C01","MFA_7","MFA_14","S","U",FALSE,0.187726045925421
"GSM5695331_204281260060_R06C01","GSM5695385_204281260063_R04C01","MFA_7","SFA_12","S","S",FALSE,0.120596551760341
"GSM5695331_204281260060_R06C01","GSM5695386_204273120074_R04C01","MFA_7","SFA_12","S","U",FALSE,0.139330558456726
"GSM5695331_204281260060_R06C01","GSM5695387_204273120073_R01C01","MFA_7","NA_17","S","S",FALSE,0.167654647879365
"GSM5695331_204281260060_R06C01","GSM5695388_204281260063_R05C01","MFA_7","NA_17","S","U",FALSE,0.148515944676306
"GSM5695331_204281260060_R06C01","GSM5695389_204088100082_R06C01","MFA_7","SFA_13","S","S",FALSE,0.00950414841015976
"GSM5695331_204281260060_R06C01","GSM5695390_204273120066_R01C01","MFA_7","SFA_13","S","U",FALSE,0.0196744437206528
"GSM5695331_204281260060_R06C01","GSM5695391_204281260043_R02C01","MFA_7","MFA_15","S","S",FALSE,0.110522064497249
"GSM5695331_204281260060_R06C01","GSM5695392_204273120073_R06C01","MFA_7","MFA_15","S","U",FALSE,0.0760283421461393
"GSM5695332_204273120066_R08C01","GSM5695333_204088100053_R02C01","MFA_7","NA_3","U","S",FALSE,-0.0785688674778268
"GSM5695332_204273120066_R08C01","GSM5695334_204281260063_R08C01","MFA_7","NA_3","U","U",FALSE,-0.0822500749316044
"GSM5695332_204273120066_R08C01","GSM5695335_204088100053_R05C01","MFA_7","NA_4","U","S",FALSE,-0.124991211680307
"GSM5695332_204273120066_R08C01","GSM5695336_204273120005_R07C01","MFA_7","NA_4","U","U",FALSE,-0.126861882709675
"GSM5695332_204273120066_R08C01","GSM5695337_204088100082_R04C01","MFA_7","NA_5","U","S",FALSE,-0.003867376794062
"GSM5695332_204273120066_R08C01","GSM5695338_204088100071_R01C01","MFA_7","NA_5","U","U",FALSE,0.00490550355616307
"GSM5695332_204273120066_R08C01","GSM5695339_204281260043_R04C01","MFA_7","MFA_8","U","S",FALSE,-0.0078785753218113
"GSM5695332_204273120066_R08C01","GSM5695340_204273120074_R05C01","MFA_7","MFA_8","U","U",FALSE,0.00558292618727844
"GSM5695332_204273120066_R08C01","GSM5695341_204281260060_R05C01","MFA_7","NA_6","U","S",FALSE,0.049200478119759
"GSM5695332_204273120066_R08C01","GSM5695342_204281260063_R02C01","MFA_7","SFA_5","U","S",FALSE,0.185364195840693
"GSM5695332_204273120066_R08C01","GSM5695343_204273120068_R04C01","MFA_7","SFA_1","U","U",FALSE,0.187211056689456
"GSM5695332_204273120066_R08C01","GSM5695344_204088100053_R01C01","MFA_7","MFA_9","U","S",FALSE,0.176846732119447
"GSM5695332_204273120066_R08C01","GSM5695345_204088100053_R03C01","MFA_7","MFA_9","U","U",FALSE,0.183219283034217
"GSM5695332_204273120066_R08C01","GSM5695346_204273120074_R07C01","MFA_7","MFA_10","U","S",FALSE,0.268780316757986
"GSM5695332_204273120066_R08C01","GSM5695347_204281260061_R08C01","MFA_7","MFA_10","U","U",FALSE,0.244170184063952
"GSM5695332_204273120066_R08C01","GSM5695348_204281260061_R02C01","MFA_7","NA_7","U","S",FALSE,-0.0260564024735259
"GSM5695332_204273120066_R08C01","GSM5695349_204281260060_R04C01","MFA_7","NA_7","U","U",FALSE,-0.000510289647203875
"GSM5695332_204273120066_R08C01","GSM5695350_204088100071_R02C01","MFA_7","NA_8","U","S",FALSE,0.181027363325213
"GSM5695332_204273120066_R08C01","GSM5695351_204273120074_R03C01","MFA_7","NA_8","U","U",FALSE,0.138009465567714
"GSM5695332_204273120066_R08C01","GSM5695352_204088100053_R07C01","MFA_7","MFA_11","U","S",FALSE,0.0700490378336016
"GSM5695332_204273120066_R08C01","GSM5695353_204273120074_R02C01","MFA_7","MFA_11","U","U",FALSE,0.0719006026662975
"GSM5695332_204273120066_R08C01","GSM5695354_204273120066_R03C01","MFA_7","SFA_6","U","S",FALSE,0.194179945462244
"GSM5695332_204273120066_R08C01","GSM5695355_204273120068_R06C01","MFA_7","SFA_6","U","U",FALSE,0.214536747662678
"GSM5695332_204273120066_R08C01","GSM5695356_204273120068_R05C01","MFA_7","NA_9","U","S",FALSE,0.244563482074008
"GSM5695332_204273120066_R08C01","GSM5695357_204273120066_R06C01","MFA_7","NA_9","U","U",FALSE,0.22664056143259
