"a","b","ind_a","ind_b","stim_a","stim_b","same_label","r"
"GSM5695313_204273120005_R04C01","GSM5695390_204273120066_R01C01","SFA_3","SFA_13","S","U",FALSE,0.0954093939303907
"GSM5695313_204273120005_R04C01","GSM5695391_204281260043_R02C01","SFA_3","MFA_15","S","S",FALSE,0.25719146659809
"GSM5695313_204273120005_R04C01","GSM5695392_204273120073_R06C01","SFA_3","MFA_15","S","U",FALSE,0.241973562525815
"GSM5695314_204273120073_R02C01","GSM5695315_204273120005_R03C01","SFA_3","MFA_3","U","S",FALSE,0.00674303969439787
"GSM5695314_204273120073_R02C01","GSM5695316_204281260061_R07C01","SFA_3","MFA_3","U","U",FALSE,0.00201778153680352
"GSM5695314_204273120073_R02C01","GSM5695317_204273120073_R07C01","SFA_3","SFA_4","U","S",FALSE,0.164597894430382
"GSM5695314_204273120073_R02C01","GSM5695318_204088100071_R04C01","SFA_3","SFA_4","U","U",FALSE,0.137969108358847
"GSM5695314_204273120073_R02C01","GSM5695319_204088100082_R01C01","SFA_3","SFA_4","U","S",FALSE,0.14071802961806
"GSM5695314_204273120073_R02C01","GSM5695320_204281260063_R01C01","SFA_3","SFA_1","U","U",FALSE,0.13493693251852
"GSM5695314_204273120073_R02C01","GSM5695321_204273120073_R04C01","SFA_3","MFA_4","U","S",FALSE,0.231211566996003
"GSM5695314_204273120073_R02C01","GSM5695322_204088100053_R06C01","SFA_3","MFA_4","U","U",FALSE,0.222032344367964
"GSM5695314_204273120073_R02C01","GSM5695323_204273120066_R02C01","SFA_3","MFA_5","U","S",FALSE,0.15835561751857
"GSM5695314_204273120073_R02C01","GSM5695324_204273120074_R08C01","SFA_3","MFA_5","U","U",FALSE,0.154187387049839
"GSM5695314_204273120073_R02C01","GSM5695325_204273120068_R02C01","SFA_3","NA_1","U","S",FALSE,0.28965002982495
"GSM5695314_204273120073_R02C01","GSM5695326_204281260060_R01C01","SFA_3","NA_1","U","U",FALSE,0.306056347784181
"GSM5695314_204273120073_R02C01","GSM5695327_204281260060_R07C01","SFA_3","NA_2","U","S",FALSE,0.223175612046764
"GSM5695314_204273120073_R02C01","GSM5695328_204281260061_R05C01","SFA_3","NA_2","U","U",FALSE,0.196707670134747
"GSM5695314_204273120073_R02C01","GSM5695329_204088100082_R02C01","SFA_3","MFA_6","U","S",FALSE,0.133229657201343
"GSM5695314_204273120073_R02C01","GSM5695330_204281260061_R04C01","SFA_3","MFA_6","U","U",FALSE,0.118983984527245
"GSM5695314_204273120073_R02C01","GSM5695331_204281260060_R06C01","SFA_3","MFA_7","U","S",FALSE,0.108922441899687
"GSM5695314_204273120073_R02C01","GSM5695332_204273120066_R08C01","SFA_3","MFA_7","U","U",FALSE,0.120383113692282
"GSM5695314_204273120073_R02C01","GSM5695333_204088100053_R02C01","SFA_3","NA_3","U","S",FALSE,0.335053402977215
"GSM5695314_204273120073_R02C01","GSM5695334_204281260063_R08C01","SFA_3","NA_3","U","U",FALSE,0.339238380524152
"GSM5695314_204273120073_R02C01","GSM5695335_204088100053_R05C01","SFA_3","NA_4","U","S",FALSE,0.305603253366359
"GSM5695314_204273120073_R02C01","GSM5695336_204273120005_R07C01","SFA_3","NA_4","U","U",FALSE,0.292706685702405
"GSM5695314_204273120073_R02C01","GSM5695337_204088100082_R04C01","SFA_3","NA_5","U","S",FALSE,0.328888796574001
"GSM5695314_204273120073_R02C01","GSM5695338_204088100071_R01C01","SFA_3","NA_5","U","U",FALSE,0.343285100432726
"GSM5695314_204273120073_R02C01","GSM5695339_204281260043_R04C01","SFA_3","MFA_8","U","S",FALSE,0.254924880764251
"GSM5695314_204273120073_R02C01","GSM5695340_204273120074_R05C01","SFA_3","MFA_8","U","U",FALSE,0.23482195130708
"GSM5695314_204273120073_R02C01","GSM5695341_204281260060_R05C01","SFA_3","NA_6","U","S",FALSE,0.451875184760089
"GSM5695314_204273120073_R02C01","GSM5695342_204281260063_R02C01","SFA_3","SFA_5","U","S",FALSE,0.198660781279261
"GSM5695314_204273120073_R02C01","GSM5695343_204273120068_R04C01","SFA_3","SFA_1","U","U",FALSE,0.187794397398475
"GSM5695314_204273120073_R02C01","GSM5695344_204088100053_R01C01","SFA_3","MFA_9","U","S",FALSE,0.257306152555456
"GSM5695314_204273120073_R02C01","GSM5695345_204088100053_R03C01","SFA_3","MFA_9","U","U",FALSE,0.243348637073528
"GSM5695314_204273120073_R02C01","GSM5695346_204273120074_R07C01","SFA_3","MFA_10","U","S",FALSE,0.100892413344285
"GSM5695314_204273120073_R02C01","GSM5695347_204281260061_R08C01","SFA_3","MFA_10","U","U",FALSE,0.0680757307814873
"GSM5695314_204273120073_R02C01","GSM5695348_204281260061_R02C01","SFA_3","NA_7","U","S",FALSE,0.29532225966841
"GSM5695314_204273120073_R02C01","GSM5695349_204281260060_R04C01","SFA_3","NA_7","U","U",FALSE,0.306764155266239
"GSM5695314_204273120073_R02C01","GSM5695350_204088100071_R02C01","SFA_3","NA_8","U","S",FALSE,0.0522614954622497
"GSM5695314_204273120073_R02C01","GSM5695351_204273120074_R03C01","SFA_3","NA_8","U","U",FALSE,0.0189701602492681
"GSM5695314_204273120073_R02C01","GSM5695352_204088100053_R07C01","SFA_3","MFA_11","U","S",FALSE,0.325154696197408
"GSM5695314_204273120073_R02C01","GSM5695353_204273120074_R02C01","SFA_3","MFA_11","U","U",FALSE,0.320957974044904
"GSM5695314_204273120073_R02C01","GSM5695354_204273120066_R03C01","SFA_3","SFA_6","U","S",FALSE,0.28467914884526
"GSM5695314_204273120073_R02C01","GSM5695355_204273120068_R06C01","SFA_3","SFA_6","U","U",FALSE,0.277721051026589
"GSM5695314_204273120073_R02C01","GSM5695356_204273120068_R05C01","SFA_3","NA_9","U","S",FALSE,0.206416081017258
"GSM5695314_204273120073_R02C01","GSM5695357_204273120066_R06C01","SFA_3","NA_9","U","U",FALSE,0.238245165267492
"GSM5695314_204273120073_R02C01","GSM5695358_204273120005_R05C01","SFA_3","MFA_12","U","S",FALSE,0.118145209016038
"GSM5695314_204273120073_R02C01","GSM5695359_204273120074_R01C01","SFA_3","MFA_12","U","U",FALSE,0.12096164069334
"GSM5695314_204273120073_R02C01","GSM5695360_204273120005_R06C01","SFA_3","SFA_7","U","U",FALSE,0.320104807201316
"GSM5695314_204273120073_R02C01","GSM5695361_204281260043_R01C01","SFA_3","SFA_8","U","S",FALSE,0.519157584784909
"GSM5695314_204273120073_R02C01","GSM5695362_204088100071_R08C01","SFA_3","SFA_8","U","U",FALSE,0.516460879602244
"GSM5695314_204273120073_R02C01","GSM5695363_204281260060_R03C01","SFA_3","NA_10","U","S",FALSE,0.234733373078985
"GSM5695314_204273120073_R02C01","GSM5695364_204281260043_R08C01","SFA_3","NA_10","U","U",FALSE,0.206014135076471
"GSM5695314_204273120073_R02C01","GSM5695365_204088100053_R04C01","SFA_3","NA_11","U","S",FALSE,-0.0100917132402072
"GSM5695314_204273120073_R02C01","GSM5695366_204088100071_R06C01","SFA_3","NA_11","U","U",FALSE,-0.00625444344783814
"GSM5695314_204273120073_R02C01","GSM5695367_204281260061_R06C01","SFA_3","SFA_9","U","S",FALSE,-0.0322096981080196
"GSM5695314_204273120073_R02C01","GSM5695368_204281260043_R05C01","SFA_3","SFA_9","U","U",FALSE,-0.0380653589961087
"GSM5695314_204273120073_R02C01","GSM5695369_204273120066_R07C01","SFA_3","SFA_10","U","S",FALSE,0.176766032767941
"GSM5695314_204273120073_R02C01","GSM5695370_204281260063_R07C01","SFA_3","NA_12","U","S",FALSE,-0.0632348686516955
"GSM5695314_204273120073_R02C01","GSM5695371_204281260061_R03C01","SFA_3","NA_13","U","S",FALSE,0.0845061077100847
"GSM5695314_204273120073_R02C01","GSM5695372_204273120073_R05C01","SFA_3","NA_13","U","U",FALSE,0.0718819320503462
"GSM5695314_204273120073_R02C01","GSM5695373_204281260043_R07C01","SFA_3","SFA_11","U","S",FALSE,-0.000110333694714533
"GSM5695314_204273120073_R02C01","GSM5695374_204281260043_R03C01","SFA_3","SFA_11","U","U",FALSE,-0.00343807909134266
"GSM5695314_204273120073_R02C01","GSM5695375_204088100071_R05C01","SFA_3","NA_14","U","S",FALSE,0.0676304599237686
"GSM5695314_204273120073_R02C01","GSM5695376_204281260063_R03C01","SFA_3","NA_14","U","U",FALSE,0.057757050136831
"GSM5695314_204273120073_R02C01","GSM5695377_204273120073_R03C01","SFA_3","NA_15","U","S",FALSE,-0.0153828411743559
"GSM5695314_204273120073_R02C01","GSM5695378_204273120068_R01C01","SFA_3","NA_15","U","U",FALSE,-0.0186531992499572
"GSM5695314_204273120073_R02C01","GSM5695379_204088100071_R07C01","SFA_3","MFA_13","U","S",FALSE,0.330710638946686
"GSM5695314_204273120073_R02C01","GSM5695380_204273120068_R03C01","SFA_3","MFA_13","U","U",FALSE,0.327273260111228
"GSM5695314_204273120073_R02C01","GSM5695381_204273120066_R05C01","SFA_3","NA_16","U","S",FALSE,0.0471867375768307
"GSM5695314_204273120073_R02C01","GSM5695382_204088100082_R03C01","SFA_3","NA_16","U","U",FALSE,0.028505314578783
"GSM5695314_204273120073_R02C01","GSM5695383_204281260043_R06C01","SFA_3","MFA_14","U","S",FALSE,0.229151207082282
"GSM5695314_204273120073_R02C01","GSM5695384_204281260063_R06C01","SFA_3","MFA_14","U","U",FALSE,0.208130661291964
"GSM5695314_204273120073_R02C01","GSM5695385_204281260063_R04C01","SFA_3","SFA_12","U","S",FALSE,0.114669077423448
"GSM5695314_204273120073_R02C01","GSM5695386_204273120074_R04C01","SFA_3","SFA_12","U","U",FALSE,0.120148699723952
"GSM5695314_204273120073_R02C01","GSM5695387_204273120073_R01C01","SFA_3","NA_17","U","S",FALSE,-0.00163247067651471
"GSM5695314_204273120073_R02C01","GSM5695388_204281260063_R05C01","SFA_3","NA_17","U","U",FALSE,0.000104762796267755
"GSM5695314_204273120073_R02C01","GSM5695389_204088100082_R06C01","SFA_3","SFA_13","U","S",FALSE,0.103904475839592
"GSM5695314_204273120073_R02C01","GSM5695390_204273120066_R01C01","SFA_3","SFA_13","U","U",FALSE,0.095964643979538
"GSM5695314_204273120073_R02C01","GSM5695391_204281260043_R02C01","SFA_3","MFA_15","U","S",FALSE,0.259404185369891
"GSM5695314_204273120073_R02C01","GSM5695392_204273120073_R06C01","SFA_3","MFA_15","U","U",FALSE,0.246852252863255
"GSM5695315_204273120005_R03C01","GSM5695316_204281260061_R07C01","MFA_3","MFA_3","S","U",TRUE,0.994987150114009
"GSM5695315_204273120005_R03C01","GSM5695317_204273120073_R07C01","MFA_3","SFA_4","S","S",FALSE,0.0302293628626778
"GSM5695315_204273120005_R03C01","GSM5695318_204088100071_R04C01","MFA_3","SFA_4","S","U",FALSE,0.031055764858755
"GSM5695315_204273120005_R03C01","GSM5695319_204088100082_R01C01","MFA_3","SFA_4","S","S",FALSE,0.153042196354265
"GSM5695315_204273120005_R03C01","GSM5695320_204281260063_R01C01","MFA_3","SFA_1","S","U",FALSE,0.152315523292939
"GSM5695315_204273120005_R03C01","GSM5695321_204273120073_R04C01","MFA_3","MFA_4","S","S",FALSE,0.216021682864734
"GSM5695315_204273120005_R03C01","GSM5695322_204088100053_R06C01","MFA_3","MFA_4","S","U",FALSE,0.233876869802393
"GSM5695315_204273120005_R03C01","GSM5695323_204273120066_R02C01","MFA_3","MFA_5","S","S",FALSE,-0.0297906630338549
"GSM5695315_204273120005_R03C01","GSM5695324_204273120074_R08C01","MFA_3","MFA_5","S","U",FALSE,0.00207791928789781
"GSM5695315_204273120005_R03C01","GSM5695325_204273120068_R02C01","MFA_3","NA_1","S","S",FALSE,0.100601532935556
"GSM5695315_204273120005_R03C01","GSM5695326_204281260060_R01C01","MFA_3","NA_1","S","U",FALSE,0.119744107315681
"GSM5695315_204273120005_R03C01","GSM5695327_204281260060_R07C01","MFA_3","NA_2","S","S",FALSE,-0.236193212221499
"GSM5695315_204273120005_R03C01","GSM5695328_204281260061_R05C01","MFA_3","NA_2","S","U",FALSE,-0.242699013802717
"GSM5695315_204273120005_R03C01","GSM5695329_204088100082_R02C01","MFA_3","MFA_6","S","S",FALSE,0.0544958600696524
"GSM5695315_204273120005_R03C01","GSM5695330_204281260061_R04C01","MFA_3","MFA_6","S","U",FALSE,0.0583162265274401
"GSM5695315_204273120005_R03C01","GSM5695331_204281260060_R06C01","MFA_3","MFA_7","S","S",FALSE,0.252816955744091
"GSM5695315_204273120005_R03C01","GSM5695332_204273120066_R08C01","MFA_3","MFA_7","S","U",FALSE,0.259575756457571
"GSM5695315_204273120005_R03C01","GSM5695333_204088100053_R02C01","MFA_3","NA_3","S","S",FALSE,0.0583496727430887
"GSM5695315_204273120005_R03C01","GSM5695334_204281260063_R08C01","MFA_3","NA_3","S","U",FALSE,0.0532125171889055
"GSM5695315_204273120005_R03C01","GSM5695335_204088100053_R05C01","MFA_3","NA_4","S","S",FALSE,0.022900133364682
"GSM5695315_204273120005_R03C01","GSM5695336_204273120005_R07C01","MFA_3","NA_4","S","U",FALSE,0.00502197876314458
"GSM5695315_204273120005_R03C01","GSM5695337_204088100082_R04C01","MFA_3","NA_5","S","S",FALSE,0.0682078252951884
"GSM5695315_204273120005_R03C01","GSM5695338_204088100071_R01C01","MFA_3","NA_5","S","U",FALSE,0.0617579572982209
"GSM5695315_204273120005_R03C01","GSM5695339_204281260043_R04C01","MFA_3","MFA_8","S","S",FALSE,-0.183281339335465
"GSM5695315_204273120005_R03C01","GSM5695340_204273120074_R05C01","MFA_3","MFA_8","S","U",FALSE,-0.171809845224869
"GSM5695315_204273120005_R03C01","GSM5695341_204281260060_R05C01","MFA_3","NA_6","S","S",FALSE,0.0239480113503788
"GSM5695315_204273120005_R03C01","GSM5695342_204281260063_R02C01","MFA_3","SFA_5","S","S",FALSE,0.000870309648892032
"GSM5695315_204273120005_R03C01","GSM5695343_204273120068_R04C01","MFA_3","SFA_1","S","U",FALSE,0.0402457394166922
"GSM5695315_204273120005_R03C01","GSM5695344_204088100053_R01C01","MFA_3","MFA_9","S","S",FALSE,0.204405324826125
"GSM5695315_204273120005_R03C01","GSM5695345_204088100053_R03C01","MFA_3","MFA_9","S","U",FALSE,0.218718191155172
"GSM5695315_204273120005_R03C01","GSM5695346_204273120074_R07C01","MFA_3","MFA_10","S","S",FALSE,-0.0238751519793401
"GSM5695315_204273120005_R03C01","GSM5695347_204281260061_R08C01","MFA_3","MFA_10","S","U",FALSE,-0.000177341080771534
"GSM5695315_204273120005_R03C01","GSM5695348_204281260061_R02C01","MFA_3","NA_7","S","S",FALSE,-0.104766123388456
"GSM5695315_204273120005_R03C01","GSM5695349_204281260060_R04C01","MFA_3","NA_7","S","U",FALSE,-0.0975840287009209
"GSM5695315_204273120005_R03C01","GSM5695350_204088100071_R02C01","MFA_3","NA_8","S","S",FALSE,0.00354132188496037
"GSM5695315_204273120005_R03C01","GSM5695351_204273120074_R03C01","MFA_3","NA_8","S","U",FALSE,-0.0159847870529969
"GSM5695315_204273120005_R03C01","GSM5695352_204088100053_R07C01","MFA_3","MFA_11","S","S",FALSE,0.123357695320704
"GSM5695315_204273120005_R03C01","GSM5695353_204273120074_R02C01","MFA_3","MFA_11","S","U",FALSE,0.123409466335816
"GSM5695315_204273120005_R03C01","GSM5695354_204273120066_R03C01","MFA_3","SFA_6","S","S",FALSE,0.0277873791600841
"GSM5695315_204273120005_R03C01","GSM5695355_204273120068_R06C01","MFA_3","SFA_6","S","U",FALSE,-0.000883878598278459
"GSM5695315_204273120005_R03C01","GSM5695356_204273120068_R05C01","MFA_3","NA_9","S","S",FALSE,-0.0378441325018959
"GSM5695315_204273120005_R03C01","GSM5695357_204273120066_R06C01","MFA_3","NA_9","S","U",FALSE,-0.0695264411244908
"GSM5695315_204273120005_R03C01","GSM5695358_204273120005_R05C01","MFA_3","MFA_12","S","S",FALSE,0.00563561651128541
"GSM5695315_204273120005_R03C01","GSM5695359_204273120074_R01C01","MFA_3","MFA_12","S","U",FALSE,-0.0065385706822666
"GSM5695315_204273120005_R03C01","GSM5695360_204273120005_R06C01","MFA_3","SFA_7","S","U",FALSE,0.176049734800949
"GSM5695315_204273120005_R03C01","GSM5695361_204281260043_R01C01","MFA_3","SFA_8","S","S",FALSE,-0.0828729301646028
"GSM5695315_204273120005_R03C01","GSM5695362_204088100071_R08C01","MFA_3","SFA_8","S","U",FALSE,-0.064459596468011
"GSM5695315_204273120005_R03C01","GSM5695363_204281260060_R03C01","MFA_3","NA_10","S","S",FALSE,0.118443227733855
"GSM5695315_204273120005_R03C01","GSM5695364_204281260043_R08C01","MFA_3","NA_10","S","U",FALSE,0.109896555633397
"GSM5695315_204273120005_R03C01","GSM5695365_204088100053_R04C01","MFA_3","NA_11","S","S",FALSE,0.146634475090299
"GSM5695315_204273120005_R03C01","GSM5695366_204088100071_R06C01","MFA_3","NA_11","S","U",FALSE,0.143284791519322
"GSM5695315_204273120005_R03C01","GSM5695367_204281260061_R06C01","MFA_3","SFA_9","S","S",FALSE,0.267054017454618
"GSM5695315_204273120005_R03C01","GSM5695368_204281260043_R05C01","MFA_3","SFA_9","S","U",FALSE,0.274049591719433
"GSM5695315_204273120005_R03C01","GSM5695369_204273120066_R07C01","MFA_3","SFA_10","S","S",FALSE,0.0229720133913825
"GSM5695315_204273120005_R03C01","GSM5695370_204281260063_R07C01","MFA_3","NA_12","S","S",FALSE,-0.0927491640225818
"GSM5695315_204273120005_R03C01","GSM5695371_204281260061_R03C01","MFA_3","NA_13","S","S",FALSE,0.00990790191007947
"GSM5695315_204273120005_R03C01","GSM5695372_204273120073_R05C01","MFA_3","NA_13","S","U",FALSE,0.000760457794901916
"GSM5695315_204273120005_R03C01","GSM5695373_204281260043_R07C01","MFA_3","SFA_11","S","S",FALSE,0.197569876954499
"GSM5695315_204273120005_R03C01","GSM5695374_204281260043_R03C01","MFA_3","SFA_11","S","U",FALSE,0.194895087958638
"GSM5695315_204273120005_R03C01","GSM5695375_204088100071_R05C01","MFA_3","NA_14","S","S",FALSE,0.102607593055325
"GSM5695315_204273120005_R03C01","GSM5695376_204281260063_R03C01","MFA_3","NA_14","S","U",FALSE,0.104393598660194
"GSM5695315_204273120005_R03C01","GSM5695377_204273120073_R03C01","MFA_3","NA_15","S","S",FALSE,0.0323223928197621
"GSM5695315_204273120005_R03C01","GSM5695378_204273120068_R01C01","MFA_3","NA_15","S","U",FALSE,0.0138352780240033
"GSM5695315_204273120005_R03C01","GSM5695379_204088100071_R07C01","MFA_3","MFA_13","S","S",FALSE,0.253312179630767
"GSM5695315_204273120005_R03C01","GSM5695380_204273120068_R03C01","MFA_3","MFA_13","S","U",FALSE,0.241784703042575
"GSM5695315_204273120005_R03C01","GSM5695381_204273120066_R05C01","MFA_3","NA_16","S","S",FALSE,0.0249845834266776
"GSM5695315_204273120005_R03C01","GSM5695382_204088100082_R03C01","MFA_3","NA_16","S","U",FALSE,0.0238122879743064
"GSM5695315_204273120005_R03C01","GSM5695383_204281260043_R06C01","MFA_3","MFA_14","S","S",FALSE,0.179997330581846
"GSM5695315_204273120005_R03C01","GSM5695384_204281260063_R06C01","MFA_3","MFA_14","S","U",FALSE,0.170054333461901
"GSM5695315_204273120005_R03C01","GSM5695385_204281260063_R04C01","MFA_3","SFA_12","S","S",FALSE,-0.0192760829537231
"GSM5695315_204273120005_R03C01","GSM5695386_204273120074_R04C01","MFA_3","SFA_12","S","U",FALSE,-0.0251379375941323
"GSM5695315_204273120005_R03C01","GSM5695387_204273120073_R01C01","MFA_3","NA_17","S","S",FALSE,-0.150998242480037
"GSM5695315_204273120005_R03C01","GSM5695388_204281260063_R05C01","MFA_3","NA_17","S","U",FALSE,-0.163661342448433
"GSM5695315_204273120005_R03C01","GSM5695389_204088100082_R06C01","MFA_3","SFA_13","S","S",FALSE,-0.132538083237737
"GSM5695315_204273120005_R03C01","GSM5695390_204273120066_R01C01","MFA_3","SFA_13","S","U",FALSE,-0.13209534544519
"GSM5695315_204273120005_R03C01","GSM5695391_204281260043_R02C01","MFA_3","MFA_15","S","S",FALSE,0.0639609346597312
"GSM5695315_204273120005_R03C01","GSM5695392_204273120073_R06C01","MFA_3","MFA_15","S","U",FALSE,0.0526930875349851
"GSM5695316_204281260061_R07C01","GSM5695317_204273120073_R07C01","MFA_3","SFA_4","U","S",FALSE,0.0260685777544739
"GSM5695316_204281260061_R07C01","GSM5695318_204088100071_R04C01","MFA_3","SFA_4","U","U",FALSE,0.0268056549633222
"GSM5695316_204281260061_R07C01","GSM5695319_204088100082_R01C01","MFA_3","SFA_4","U","S",FALSE,0.149478049460684
"GSM5695316_204281260061_R07C01","GSM5695320_204281260063_R01C01","MFA_3","SFA_1","U","U",FALSE,0.143964447898954
"GSM5695316_204281260061_R07C01","GSM5695321_204273120073_R04C01","MFA_3","MFA_4","U","S",FALSE,0.200693413003518
"GSM5695316_204281260061_R07C01","GSM5695322_204088100053_R06C01","MFA_3","MFA_4","U","U",FALSE,0.217316609233267
"GSM5695316_204281260061_R07C01","GSM5695323_204273120066_R02C01","MFA_3","MFA_5","U","S",FALSE,-0.02645751852444
"GSM5695316_204281260061_R07C01","GSM5695324_204273120074_R08C01","MFA_3","MFA_5","U","U",FALSE,0.00650467441532437
"GSM5695316_204281260061_R07C01","GSM5695325_204273120068_R02C01","MFA_3","NA_1","U","S",FALSE,0.0932772586650628
"GSM5695316_204281260061_R07C01","GSM5695326_204281260060_R01C01","MFA_3","NA_1","U","U",FALSE,0.115153821172328
"GSM5695316_204281260061_R07C01","GSM5695327_204281260060_R07C01","MFA_3","NA_2","U","S",FALSE,-0.23859701370505
"GSM5695316_204281260061_R07C01","GSM5695328_204281260061_R05C01","MFA_3","NA_2","U","U",FALSE,-0.245005960628213
"GSM5695316_204281260061_R07C01","GSM5695329_204088100082_R02C01","MFA_3","MFA_6","U","S",FALSE,0.0538042467265477
"GSM5695316_204281260061_R07C01","GSM5695330_204281260061_R04C01","MFA_3","MFA_6","U","U",FALSE,0.0581343039346138
"GSM5695316_204281260061_R07C01","GSM5695331_204281260060_R06C01","MFA_3","MFA_7","U","S",FALSE,0.250372760324262
"GSM5695316_204281260061_R07C01","GSM5695332_204273120066_R08C01","MFA_3","MFA_7","U","U",FALSE,0.257278535662549
"GSM5695316_204281260061_R07C01","GSM5695333_204088100053_R02C01","MFA_3","NA_3","U","S",FALSE,0.0584964627287975
"GSM5695316_204281260061_R07C01","GSM5695334_204281260063_R08C01","MFA_3","NA_3","U","U",FALSE,0.0526715488092777
"GSM5695316_204281260061_R07C01","GSM5695335_204088100053_R05C01","MFA_3","NA_4","U","S",FALSE,0.0131804109384612
"GSM5695316_204281260061_R07C01","GSM5695336_204273120005_R07C01","MFA_3","NA_4","U","U",FALSE,-0.00595538227134885
"GSM5695316_204281260061_R07C01","GSM5695337_204088100082_R04C01","MFA_3","NA_5","U","S",FALSE,0.0520643851614557
"GSM5695316_204281260061_R07C01","GSM5695338_204088100071_R01C01","MFA_3","NA_5","U","U",FALSE,0.0439991186787822
"GSM5695316_204281260061_R07C01","GSM5695339_204281260043_R04C01","MFA_3","MFA_8","U","S",FALSE,-0.186643362697274
"GSM5695316_204281260061_R07C01","GSM5695340_204273120074_R05C01","MFA_3","MFA_8","U","U",FALSE,-0.175621584519372
"GSM5695316_204281260061_R07C01","GSM5695341_204281260060_R05C01","MFA_3","NA_6","U","S",FALSE,0.0274867665996011
"GSM5695316_204281260061_R07C01","GSM5695342_204281260063_R02C01","MFA_3","SFA_5","U","S",FALSE,0.00414705633492749
"GSM5695316_204281260061_R07C01","GSM5695343_204273120068_R04C01","MFA_3","SFA_1","U","U",FALSE,0.0429704913865799
"GSM5695316_204281260061_R07C01","GSM5695344_204088100053_R01C01","MFA_3","MFA_9","U","S",FALSE,0.201510149867104
"GSM5695316_204281260061_R07C01","GSM5695345_204088100053_R03C01","MFA_3","MFA_9","U","U",FALSE,0.217248820995513
"GSM5695316_204281260061_R07C01","GSM5695346_204273120074_R07C01","MFA_3","MFA_10","U","S",FALSE,-0.0292250734423603
"GSM5695316_204281260061_R07C01","GSM5695347_204281260061_R08C01","MFA_3","MFA_10","U","U",FALSE,-0.00112857015517675
"GSM5695316_204281260061_R07C01","GSM5695348_204281260061_R02C01","MFA_3","NA_7","U","S",FALSE,-0.105077355548502
"GSM5695316_204281260061_R07C01","GSM5695349_204281260060_R04C01","MFA_3","NA_7","U","U",FALSE,-0.0986353527668195
"GSM5695316_204281260061_R07C01","GSM5695350_204088100071_R02C01","MFA_3","NA_8","U","S",FALSE,-0.00380633584895858
"GSM5695316_204281260061_R07C01","GSM5695351_204273120074_R03C01","MFA_3","NA_8","U","U",FALSE,-0.0212861260331483
"GSM5695316_204281260061_R07C01","GSM5695352_204088100053_R07C01","MFA_3","MFA_11","U","S",FALSE,0.115507090279078
"GSM5695316_204281260061_R07C01","GSM5695353_204273120074_R02C01","MFA_3","MFA_11","U","U",FALSE,0.114645430466105
"GSM5695316_204281260061_R07C01","GSM5695354_204273120066_R03C01","MFA_3","SFA_6","U","S",FALSE,0.0301422845768689
"GSM5695316_204281260061_R07C01","GSM5695355_204273120068_R06C01","MFA_3","SFA_6","U","U",FALSE,0.00259440606083316
"GSM5695316_204281260061_R07C01","GSM5695356_204273120068_R05C01","MFA_3","NA_9","U","S",FALSE,-0.0321380292673344
"GSM5695316_204281260061_R07C01","GSM5695357_204273120066_R06C01","MFA_3","NA_9","U","U",FALSE,-0.0643651930395919
"GSM5695316_204281260061_R07C01","GSM5695358_204273120005_R05C01","MFA_3","MFA_12","U","S",FALSE,0.00748692612245392
"GSM5695316_204281260061_R07C01","GSM5695359_204273120074_R01C01","MFA_3","MFA_12","U","U",FALSE,-0.00244161035172315
"GSM5695316_204281260061_R07C01","GSM5695360_204273120005_R06C01","MFA_3","SFA_7","U","U",FALSE,0.163767870649591
"GSM5695316_204281260061_R07C01","GSM5695361_204281260043_R01C01","MFA_3","SFA_8","U","S",FALSE,-0.0872616197130746
"GSM5695316_204281260061_R07C01","GSM5695362_204088100071_R08C01","MFA_3","SFA_8","U","U",FALSE,-0.0679572747819474
"GSM5695316_204281260061_R07C01","GSM5695363_204281260060_R03C01","MFA_3","NA_10","U","S",FALSE,0.131359405122132
"GSM5695316_204281260061_R07C01","GSM5695364_204281260043_R08C01","MFA_3","NA_10","U","U",FALSE,0.121211377046064
"GSM5695316_204281260061_R07C01","GSM5695365_204088100053_R04C01","MFA_3","NA_11","U","S",FALSE,0.160130415974875
"GSM5695316_204281260061_R07C01","GSM5695366_204088100071_R06C01","MFA_3","NA_11","U","U",FALSE,0.15770892860699
"GSM5695316_204281260061_R07C01","GSM5695367_204281260061_R06C01","MFA_3","SFA_9","U","S",FALSE,0.284655116678753
"GSM5695316_204281260061_R07C01","GSM5695368_204281260043_R05C01","MFA_3","SFA_9","U","U",FALSE,0.289487825034647
"GSM5695316_204281260061_R07C01","GSM5695369_204273120066_R07C01","MFA_3","SFA_10","U","S",FALSE,0.0355468075382186
"GSM5695316_204281260061_R07C01","GSM5695370_204281260063_R07C01","MFA_3","NA_12","U","S",FALSE,-0.0867871898319772
"GSM5695316_204281260061_R07C01","GSM5695371_204281260061_R03C01","MFA_3","NA_13","U","S",FALSE,0.0238230325434795
"GSM5695316_204281260061_R07C01","GSM5695372_204273120073_R05C01","MFA_3","NA_13","U","U",FALSE,0.0149691715396735
"GSM5695316_204281260061_R07C01","GSM5695373_204281260043_R07C01","MFA_3","SFA_11","U","S",FALSE,0.201139858143613
"GSM5695316_204281260061_R07C01","GSM5695374_204281260043_R03C01","MFA_3","SFA_11","U","U",FALSE,0.198596559287163
"GSM5695316_204281260061_R07C01","GSM5695375_204088100071_R05C01","MFA_3","NA_14","U","S",FALSE,0.0901478012636668
